address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,LAT,LONG
130 River St 2705 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9510736,500,599,549.5,Condo Apartment,Apartment,43.6615739,-79.3586529
33 Bay St 2707 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10421487,500,599,549.5,Condo Apartment,Apartment,43.6427875,-79.3771823
100 Harbour St 6401 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9419526,500,599,549.5,Condo Apartment,Apartment,43.64177249999999,-79.37914599999999
36 Zorra St 1911 Toronto,1+0,1,Condo Apt Apartment,2400,500-599,W10425595,500,599,549.5,Condo Apartment,Apartment,43.619725,-79.5218167
33 Bay St 4607 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10287417,600,699,649.5,Condo Apartment,Apartment,43.6427875,-79.3771823
49 East Liberty St 1005 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10407888,500,599,549.5,Condo Apartment,Apartment,43.63883,-79.41163499999999
15 Grenville St 4407 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9388010,0,499,249.5,Condo Apartment,Apartment,43.66186140000001,-79.3841461
200 Bloor St W 1407 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10429664,500,599,549.5,Condo Apartment,Apartment,43.6686152,-79.3953592
270 Wellington St W 305 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,C10420883,600,699,649.5,Common Element Condo,Apartment,43.6450977,-79.39083509999999
90 Broadview Ave 413 Toronto,1,1,Condo Apt Apartment,2400,0-499,E10422235,0,499,249.5,Condo Apartment,Apartment,43.6579923,-79.3497395
50 Lombard St 1704 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9373166,500,599,549.5,Condo Apartment,Apartment,43.6518811,-79.3759898
55 Regent Park Blvd 1410 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10408635,0,499,249.5,Condo Apartment,Apartment,43.6596211,-79.36095759999999
2 Fieldway Rd E 302 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10427412,500,599,549.5,Condo Apartment,Apartment,43.6431801,-79.5270255
18 Harrison Garden Blvd 807 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431588,500,599,549.5,Condo Apartment,Apartment,43.7574047,-79.40930159999999
20 Tubman Ave 620 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9394034,500,599,549.5,Condo Apartment,Apartment,43.6606855,-79.3594066
20 Bruyeres Mews 313 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10428082,0,499,249.5,Condo Apartment,Apartment,43.6375024,-79.4009141
55 Charles St E 4608 Toronto,1,1,Comm Element Condo Apartment,2400,500-599,C10427916,500,599,549.5,Common Element Condo,Apartment,43.6688239,-79.3835572
50 Town Centre Crt 1908 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,E10402656,600,699,649.5,Common Element Condo,Apartment,43.7732622,-79.2552731
88 Harbour St 4902 Toronto,1,1,Condo Apt Other,2400,0-499,C10414602,0,499,249.5,Condo Apartment,Other,43.6418534,-79.37905649999999
120 Harrison Garden Blvd 616 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10433784,500,599,549.5,Condo Apartment,Apartment,43.7580581,-79.40333679999999
1 cardiff Rd W 408 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10429530,500,599,549.5,Condo Apartment,Apartment,43.7102691,-79.38316329999999
195 McCaul St 715 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9396839,500,599,549.5,Condo Apartment,Apartment,43.6567194,-79.39214460000001
99 John St 404 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9770445,500,599,549.5,Condo Apartment,Apartment,43.6475245,-79.38993119999999
386 Yonge St 722 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9417586,500,599,549.5,Condo Apartment,Apartment,43.65911070000001,-79.38361040000001
127 Broadway Ave 1308 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10442009,600,699,649.5,Condo Apartment,Apartment,43.7103794,-79.3921761
197 Yonge St 3114 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10417432,600,699,649.5,Condo Apartment,Apartment,43.65343590000001,-79.3791875
28 widmer St Toronto,1,1,Condo Apt Apartment,2400,500-599,C9380804,500,599,549.5,Condo Apartment,Apartment,43.6471784,-79.39160629999999
230 Simcoe St 1636 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10423478,0,499,249.5,Condo Apartment,Apartment,43.65328239999999,-79.3889093
1245 Dupont St 1807 Toronto,1+1,2,Condo Apt Apartment,2400,600-699,W10423270,600,699,649.5,Condo Apartment,Apartment,43.6675643,-79.44190470000001
1100 Sheppard Ave W 306 Toronto,1,1,Condo Apt Apartment,2400,0-499,W10430607,0,499,249.5,Condo Apartment,Apartment,43.7517462,-79.46637489999999
127 Broadway Ave 1607 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425170,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
158 Front St E 914 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9383745,500,599,549.5,Condo Apartment,Apartment,43.6503838,-79.36868199999999
52 Forest Manor Rd 0328 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10426550,500,599,549.5,Condo Apartment,Apartment,43.7733025,-79.3457104
55 Cooper St 4315 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9384413,0,499,249.5,Condo Apartment,Apartment,43.6449002,-79.37180579999999
8 The Esplanade St 3710 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10433740,500,599,549.5,Condo Apartment,Apartment,43.6461525,-79.37638199999999
28 Freeland St 905 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10433126,600,699,649.5,Condo Apartment,Apartment,43.6435887,-79.37399309999999
30 Gibbs Rd 604 Toronto,1,1,Condo Apt Apartment,2400,500-599,W9362925,500,599,549.5,Condo Apartment,Apartment,43.63903639999999,-79.55960739999999
95 Mcmahon Dr 1015 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425456,500,599,549.5,Condo Apartment,Apartment,43.7667778,-79.3719866
1000 King St W 103 Toronto,1,1,Comm Element Condo Apartment,2400,500-599,C10427764,500,599,549.5,Common Element Condo,Apartment,43.641725,-79.41442219999999
30 Inn On The Park Dr 4208 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9347231,500,599,549.5,Condo Apartment,Apartment,43.7190597,-79.3485493
25 Town Centre Crt 1003 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,E9415389,600,699,649.5,Common Element Condo,Apartment,43.7732998,-79.2547306
5508 Yonge St 2611 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10423164,600,699,649.5,Condo Apartment,Apartment,43.7782773,-79.4155984
300 Front St 1212A Toronto,1,1,Condo Apt Apartment,2400,600-699,C9282826,600,699,649.5,Condo Apartment,Apartment,43.6441279,-79.3894049
560 Front St W 907 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10431747,500,599,549.5,Condo Apartment,Apartment,43.64125,-79.3999726
66 Forest Manor Rd 1705 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10428475,500,599,549.5,Condo Apartment,Apartment,43.7743973,-79.345901
20 Richardson St 414 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10425825,500,599,549.5,Condo Apartment,Apartment,43.645568,-79.3686869
5 St Joseph St 604 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9347490,600,699,649.5,Condo Apartment,Apartment,43.6657586,-79.3856777
633 Bay St 305 Toronto,1,1,Condo Apt Apartment,2400,600-699,C10442748,600,699,649.5,Condo Apartment,Apartment,43.6568913,-79.3833976
2720 Dundas St W 703 Toronto,1,1,Condo Apt Apartment,2400,500-599,W10434610,500,599,549.5,Condo Apartment,Apartment,43.6538732,-79.451805
77 Mutual St 2901 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9506936,500,599,549.5,Condo Apartment,Apartment,43.6561607,-79.3750714
55 Ann O'reilly Rd 3207 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10425895,500,599,549.5,Condo Apartment,Apartment,43.77358,-79.3295308
50 Charles St E 706 Toronto,1,1,Condo Apt Apartment,2400,0-499,C10420034,0,499,249.5,Condo Apartment,Apartment,43.6693054,-79.3838586
138 Downes St 2706 Toronto,1,1,Comm Element Condo Apartment,2400,500-599,C9383691,500,599,549.5,Common Element Condo,Apartment,43.6446392,-79.3713451
5 DEFRIES St 2303 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9510168,500,599,549.5,Condo Apartment,Apartment,43.6605705,-79.3563724
238 Simcoe St 2610 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9381815,500,599,549.5,Condo Apartment,Apartment,43.6534014,-79.38904769999999
1001 Bay St 1710 Toronto,1+1,1,Comm Element Condo Apartment,2400,600-699,C9262495,600,699,649.5,Common Element Condo,Apartment,43.6655763,-79.38738239999999
28 Widmer St 4522 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C10406793,500,599,549.5,Condo Apartment,Apartment,43.6471784,-79.39160629999999
8 Mercer St 2906 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9304474,500,599,549.5,Condo Apartment,Apartment,43.6459498,-79.3897558
170 Sumach St 427 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9382211,500,599,549.5,Condo Apartment,Apartment,43.6603591,-79.3605779
96 Strachan Ave 621 Toronto,1,1,Condo Townhouse Apartment,2400,500-599,C10423861,500,599,549.5,Condo Townhouse,Apartment,43.6411719,-79.4118136
135 Canon Jackson Dr 111 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W10427995,600,699,649.5,Condo Apartment,Apartment,43.6971853,-79.473948
15 Iceboat Terr 2211 Toronto,1,1,Condo Apt Apartment,2400,0-499,C9386253,0,499,249.5,Condo Apartment,Apartment,43.6405556,-79.3968958
234 Simcoe St 1532 Toronto,1+1,1,Condo Apt Apartment,2400,500-599,C9346673,500,599,549.5,Condo Apartment,Apartment,43.6533594,-79.3887858
816 Lansdowne Ave 909 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W10416346,600,699,649.5,Condo Apartment,Apartment,43.6656792,-79.4475982
1080 Bay St 1005 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9388745,600,699,649.5,Condo Apartment,Apartment,43.6669944,-79.3887278
38 Dan Leckie Way 617 Toronto,1,1,Condo Apt Apartment,2400,600-699,C9510735,600,699,649.5,Condo Apartment,Apartment,43.6374607,-79.39792589999999
403 Church St 2713 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,C10428498,600,699,649.5,Condo Apartment,Apartment,43.6622424,-79.37927909999999
4968 Yonge St 1512 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10433851,500,599,549.5,Condo Apartment,Apartment,43.7654169,-79.4125167
20 Edward St 407 Toronto,1,1,Condo Apt Apartment,2400,500-599,C9393569,500,599,549.5,Condo Apartment,Apartment,43.6569939,-79.3821206
20 Thomas Riley Rd W 605 Toronto,1+1,1,Condo Apt Apartment,2400,600-699,W9974812,600,699,649.5,Condo Apartment,Apartment,43.634172,-79.5406824
51 Lower Simcoe St 1503 Toronto,1,1,Condo Apt Apartment,2400,500-599,C10418135,500,599,549.5,Condo Apartment,Apartment,43.6421819,-79.3836628
18 Harbour St 703 Toronto,1,1,Condo Apt Apartment,2420,600-699,C9362198,600,699,649.5,Condo Apartment,Apartment,43.6427966,-79.3769891
111 Merton St 306 Toronto,1,1,Condo Apt Apartment,2425,600-699,C9513496,600,699,649.5,Condo Apartment,Apartment,43.6965387,-79.39336060000001
56 ANNIE CRAIG Dr 2807 Toronto,1,1,Condo Apt Apartment,2439,500-599,W10432631,500,599,549.5,Condo Apartment,Apartment,43.6254787,-79.4788159
85 Queens Wharf Rd 517 Toronto,1+1,1,Condo Apt Apartment,2440,600-699,C9385553,600,699,649.5,Condo Apartment,Apartment,43.6388838,-79.3986923
2525 Bathurst St 301 Toronto,1,1,Condo Apt Apartment,2445,500-599,C9512472,500,599,549.5,Condo Apartment,Apartment,43.7059936,-79.4261248
7 Grenville St 4612 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10420156,500,599,549.5,Condo Apartment,Apartment,43.6619464,-79.3838174
501 Yonge St 4201 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10875070,500,599,549.5,Condo Apartment,Apartment,43.6631881,-79.3836001
9 Tecumseth St 210 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10441969,500,599,549.5,Condo Apartment,Apartment,43.6410139,-79.4037653
585 Bloor St E 1121 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10408182,600,699,649.5,Condo Apartment,Apartment,43.6717536,-79.3714449
19 Grand Trunk Cres 2707 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10424893,500,599,549.5,Condo Apartment,Apartment,43.6415732,-79.3826131
100 Dalhousie St 1702 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10431562,600,699,649.5,Condo Apartment,Apartment,43.65631740000001,-79.37669629999999
1030 King St W 725 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9283304,500,599,549.5,Condo Apartment,Apartment,43.6415878,-79.415938
1346 Danforth Rd 1209 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10430659,600,699,649.5,Condo Apartment,Apartment,43.7441474,-79.2469547
80 Harrison Garden Blvd 1324 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9510001,500,599,549.5,Condo Apartment,Apartment,43.7563231,-79.40576109999999
5 MICHAEL POWER Pl 1909 Toronto,1+0,1,Condo Apt Other,2450,500-599,W10875738,500,599,549.5,Condo Apartment,Other,43.6448314,-79.52932910000001
159 Wellesley St E 1005 Toronto,1,1,Condo Apt Multi-Level,2450,500-599,C10884874,500,599,549.5,Condo Apartment,Multi-Level,43.6667703,-79.3748964
195 Redpath Ave 2108 Toronto,1+1,2,Condo Apt Apartment,2450,500-599,C10431554,500,599,549.5,Condo Apartment,Apartment,43.7101997,-79.3932422
333 Adelaide St E 534 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9353065,500,599,549.5,Condo Apartment,Apartment,43.651655,-79.3687142
60 Princess St 351 SE Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10441738,600,699,649.5,Condo Apartment,Apartment,43.6495699,-79.36650379999999
23 Sheppard Ave E 2207 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10414084,500,599,549.5,Condo Apartment,Apartment,43.7612398,-79.4090037
10 Graphophone Grve 1001 Toronto,1,1,Condo Apt Apartment,2450,500-599,W9508888,500,599,549.5,Condo Apartment,Apartment,43.667448,-79.4422103
21 Clairtrell Rd 403 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9366284,500,599,549.5,Condo Apartment,Apartment,43.7681283,-79.39083719999999
159 Dundas St E 1002 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10429130,500,599,549.5,Condo Apartment,Apartment,43.6567653,-79.3749976
50 Ordnance St 1606 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9393583,0,499,249.5,Condo Apartment,Apartment,43.6397778,-79.40995889999999
15 Holmes Ave 2909 Toronto,1,1,Condo Apt Apartment,2450,0-499,C10045336,0,499,249.5,Condo Apartment,Apartment,43.777866,-79.41419429999999
7 Lorraine Dr 107 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10893881,500,599,549.5,Condo Apartment,Apartment,43.778953,-79.4171087
28 Linden St 2801 Toronto,1,1,Condo Apt Apartment,2450,600-699,C9361881,600,699,649.5,Condo Apartment,Apartment,43.6708289,-79.3768492
88 Harbour St 5801 Toronto,1,1,Condo Apt Apartment,2450,500-599,C9768254,500,599,549.5,Condo Apartment,Apartment,43.6418534,-79.37905649999999
2625 Dundas St W 202 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,W10429726,500,599,549.5,Condo Apartment,Apartment,43.6637347,-79.45793739999999
8 Rosebank Dr 12A Toronto,1+1,1,Condo Apt Apartment,2450,1000-1199,E10427702,1000,1199,1099.5,Condo Apartment,Apartment,43.7925115,-79.2366959
185 Legion Rd N 703 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,W9395072,600,699,649.5,Condo Apartment,Apartment,43.6246597,-79.4881868
319 Jarvis St 5016 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10406109,500,599,549.5,Condo Apartment,Apartment,43.6597863,-79.3753128
36 Zorra St 507 Toronto,1,1,Condo Apt Apartment,2450,0-499,W9507215,0,499,249.5,Condo Apartment,Apartment,43.619725,-79.5218167
185 Alberta Ave 411 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10433367,500,599,549.5,Condo Apartment,Apartment,43.6804759,-79.43349590000001
99 BROADWAY Ave 2502 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10412558,600,699,649.5,Condo Apartment,Apartment,43.7105663,-79.3932957
36 Zorra St 2002 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,W10428910,600,699,649.5,Condo Apartment,Apartment,43.619725,-79.5218167
19 Singer Crt 1201B Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10432720,600,699,649.5,Condo Apartment,Apartment,43.7696608,-79.3698521
15 Lower Jarvis St W 408 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10425325,600,699,649.5,Condo Apartment,Apartment,43.6452369,-79.36924429999999
460 Adelaide St 720 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10441674,600,699,649.5,Condo Apartment,Apartment,43.6460973,-79.399839
161 Roehampton Ave 1606 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10410643,500,599,549.5,Condo Apartment,Apartment,43.70877249999999,-79.3937821
8 The Esplanade 2606 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C10408173,600,699,649.5,Condo Apartment,Apartment,43.6461525,-79.37638199999999
500 Queens Quay W 912E Toronto,1,1,Condo Apt Apartment,2450,600-699,C9253653,600,699,649.5,Condo Apartment,Apartment,43.6376392,-79.3951333
60 George Butchart Dr 612 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,W10421604,600,699,649.5,Condo Apartment,Apartment,43.7360717,-79.4837927
15 Holmes Ave N 3007 Toronto,1,1,Condo Apt Apartment,2450,0-499,C10426063,0,499,249.5,Condo Apartment,Apartment,43.777866,-79.41419429999999
20 Shore Breeze Dr 204 Toronto,1,1,Condo Apt Apartment,2450,500-599,W9365581,500,599,549.5,Condo Apartment,Apartment,43.6235018,-79.47896469999999
19 Bathurst St 3715 Toronto,1,1,Comm Element Condo Apartment,2450,500-599,C10309889,500,599,549.5,Common Element Condo,Apartment,43.6375621,-79.3996469
525 Wilson Ave 348 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,C9391015,600,699,649.5,Condo Apartment,Apartment,43.734506,-79.4464144
543 Richmond St W 1029 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10432135,500,599,549.5,Condo Apartment,Apartment,43.6466759,-79.4015991
2625 Dundas St W 104 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,W10441531,500,599,549.5,Condo Apartment,Apartment,43.6637347,-79.45793739999999
4955 Yonge St 1109 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10409925,500,599,549.5,Condo Apartment,Apartment,43.7650353,-79.4115219
121 Lower Sherbourne St 959 SW Toronto,1,1,Condo Apt Apartment,2450,500-599,C10433783,500,599,549.5,Condo Apartment,Apartment,43.6495044,-79.3670392
127 Broadway Ave 1704 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10430546,500,599,549.5,Condo Apartment,Apartment,43.7103794,-79.3921761
250 Wellington St W 945 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10431763,500,599,549.5,Condo Apartment,Apartment,43.6450815,-79.3907808
36 Zorra St 2802 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,W9417768,500,599,549.5,Condo Apartment,Apartment,43.619725,-79.5218167
185 Roehampton Ave 1608 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10427033,500,599,549.5,Condo Apartment,Apartment,43.7090751,-79.3928229
121 McMahon Dr 1806 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10884895,500,599,549.5,Condo Apartment,Apartment,43.7676473,-79.3706957
400 Adelaide St E 2012 Toronto,1+0,1,Condo Apt Apartment,2450,600-699,C10477034,600,699,649.5,Condo Apartment,Apartment,43.65278139999999,-79.3677616
2031 Kennedy Rd 2712 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,E10446896,500,599,549.5,Condo Apartment,Apartment,43.7771628,-79.2842668
10 Deerlick Crt 1706 Toronto,1+1,2,Condo Apt Apartment,2450,600-699,C10430608,600,699,649.5,Condo Apartment,Apartment,43.7591964,-79.33192380000001
46 Western Battery Rd 802 Toronto,1,1,Condo Townhouse Stacked Townhse,2450,500-599,C10424890,500,599,549.5,Condo Townhouse,Stacked Townhse,43.6396992,-79.4137896
80 Harrison Garden Blvd 1224 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10428085,500,599,549.5,Condo Apartment,Apartment,43.7563231,-79.40576109999999
2522 Keele St 303 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,W9802469,600,699,649.5,Condo Apartment,Apartment,43.7150317,-79.47998210000002
33 Bay St 1005 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10410613,500,599,549.5,Condo Apartment,Apartment,43.6427875,-79.3771823
188 Cumberland St 2109 Toronto,1,1,Condo Apt Apartment,2450,0-499,C9770023,0,499,249.5,Condo Apartment,Apartment,43.6697824,-79.3942951
899 Queen St E 202 Toronto,1+1,1,Condo Apt Apartment,2450,600-699,E10413117,600,699,649.5,Condo Apartment,Apartment,43.6605025,-79.34213319999999
1001 Bay St 2607 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9410207,500,599,549.5,Condo Apartment,Apartment,43.6655763,-79.38738239999999
35 Hayden St 1502 Toronto,1,1,Condo Apt Apartment,2450,500-599,C10414875,500,599,549.5,Condo Apartment,Apartment,43.6696226,-79.3847443
88 Alton Towers Circ 1110 Toronto,1+1,1,Condo Apt Apartment,2450,700-799,E9512744,700,799,749.5,Condo Apartment,Apartment,43.8248087,-79.27447099999999
30 Gibbs Rd 2504 Toronto,1,1,Condo Apt Apartment,2450,0-499,W10421510,0,499,249.5,Condo Apartment,Apartment,43.63903639999999,-79.55960739999999
390 Cherry St 302 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C9769179,500,599,549.5,Condo Apartment,Apartment,43.6508543,-79.3573616
21 Lawren Harris Sq 811 Toronto,1,1,Condo Apt Apartment,2450,600-699,C10421417,600,699,649.5,Condo Apartment,Apartment,43.65515569999999,-79.35488169999999
181 Dundas St 2709 Toronto,1+1,1,Condo Apt Apartment,2450,500-599,C10421745,500,599,549.5,Condo Apartment,Apartment,43.6549815,-79.3865237
